start_round,end_round,iter,success,maxrhat,miness,time_taken,num_obs,num_days
1.0,4.0,1,true,1.0293625931136734,133.1021859634227,73.49753713607788,90,131
1.0,4.0,2,true,1.0264663851023783,102.25384849531875,68.41248393058777,90,131
1.0,4.0,3,true,1.0112173438806498,103.37207819005921,56.682048082351685,90,131
1.0,4.0,4,true,1.0135448099326212,125.76766740967147,68.43604779243469,90,131
1.0,4.0,5,true,1.0222011991502935,107.82231964744656,84.76907992362976,90,131
1.0,4.0,6,true,1.0307594512097216,100.2860826819811,75.27097702026367,90,131
1.0,4.0,7,true,1.0141208932045562,108.26609223635931,58.03865194320679,90,131
1.0,4.0,8,true,1.015531307389303,100.23457026893792,89.26725482940674,90,131
1.0,4.0,9,true,1.034793047298736,107.39716842827612,83.46546196937561,90,131
1.0,4.0,10,true,1.0170021790850388,127.84194129230855,93.19124794006348,90,131
